3 981
6.568178 0.131356 1.531653
5.160711 0.080336 -0.943392
5.160711 0.736425 -1.837145
5.278000 0.431205 -0.643933
6.685467 -0.150792 0.336370
6.450889 -0.655604 0.738011
4.222400 1.694827 0.346743
4.339689 0.751093 -0.311447
4.926133 0.101721 -0.436719
6.450889 -1.147951 -0.198187
6.216311 -0.453442 -0.496647
5.278000 -0.074611 -0.953795
4.808844 0.796556 0.029058
5.864444 -1.031470 -0.281916
6.568178 -0.988308 0.314859
6.920044 0.221651 0.121097
4.105111 0.705759 1.079436
5.512578 -0.098857 -0.948982
5.278000 -0.205958 -1.122088
5.160711 0.678199 -1.087543
4.808844 0.684103 -0.692984
5.278000 0.012269 -1.194578
5.278000 -0.427019 -0.595591
6.802755 -0.919086 0.898535
5.278000 0.206997 -1.044501
5.278000 0.008920 -1.414759
5.278000 0.271204 -1.237213
6.920044 -0.386290 0.073064
5.512578 -0.104163 -1.016468
5.512578 -0.234844 -1.403881
5.278000 0.267210 -1.428809
6.920044 -0.383702 0.571436
4.456978 -0.110731 -0.937951
7.037333 -1.049488 1.563187
6.920044 -1.251676 1.032844
6.920044 -1.265224 1.028026
6.802755 -1.000381 0.910403
6.685467 -0.649236 0.740658
6.920044 -0.320455 1.003318
7.037333 -1.175250 0.419846
6.920044 -0.640453 0.607686
7.037333 -0.086093 0.148992
6.920044 -0.312616 0.943427
6.802755 -0.770539 0.291037
4.691556 0.430446 -0.736888
5.864444 -0.951601 -0.674502
6.920044 -0.157378 1.777737
6.450889 -1.125294 0.570206
6.450889 -1.490540 0.997435
5.747156 0.138967 0.147624
6.685467 -0.152637 0.353804
6.802755 -0.930954 0.691351
6.802755 -1.187013 0.414263
7.037333 -0.644493 0.467201
7.037333 -0.821495 0.439049
6.920044 -0.327066 1.025053
6.920044 -0.966317 1.275151
6.920044 -0.464784 0.771283
6.920044 -0.298031 0.931123
6.920044 -0.322233 1.337874
5.395289 -0.319407 -0.662785
6.568178 -0.995548 0.330377
5.278000 -0.203257 -0.961070
5.864444 -0.829109 -0.526599
4.926133 0.605295 -0.393279
4.808844 0.782098 0.039296
4.222400 0.317101 0.399580
4.222400 0.458201 -0.186981
5.160711 0.303653 1.566845
5.864444 -0.348039 -0.188824
5.864444 -0.981038 -0.002434
6.920044 -0.812194 1.048586
7.037333 -1.053882 1.557364
6.685467 -1.203244 0.830294
6.685467 -1.598624 0.768152
5.747156 -1.463732 -0.135949
5.512578 0.127419 -0.806738
5.160711 0.093923 -0.447148
5.278000 -0.411900 -0.594074
6.920044 -0.259110 0.915287
6.920044 -0.458476 0.781841
6.920044 -0.582848 0.995100
6.450889 -1.576273 -0.321088
6.450889 -1.489272 0.981688
6.920044 0.338295 0.815580
4.222400 0.518964 0.961011
4.222400 0.670914 0.827124
6.450889 -0.130283 0.147874
4.222400 2.368043 0.056499
4.222400 1.581740 -0.095821
6.450889 -0.128926 0.145324
5.629867 -0.697109 -0.655075
5.395289 -0.900338 -0.423954
5.278000 -0.840117 -1.198215
6.450889 -1.224789 0.680658
6.802755 -0.085549 1.324537
6.920044 0.354322 0.812041
6.920044 0.444726 0.398434
7.037333 -0.169936 1.345876
6.685467 -1.031718 0.740515
6.802755 -0.057139 0.241856
6.920044 -0.859774 0.675630
6.450889 0.017747 -0.299428
6.216311 -0.578988 -0.639648
5.278000 -0.354068 -0.977709
5.160711 0.786840 -1.171017
5.278000 0.445743 -1.017941
5.278000 -0.372680 -0.583455
4.222400 1.035878 -0.167116
4.222400 0.881936 0.551254
4.222400 1.945930 0.293263
4.926133 0.627171 -0.390595
5.278000 -0.052886 -1.091705
5.512578 -0.839361 -0.706007
5.747156 -0.669900 -0.927188
5.160711 0.043965 -1.151376
5.278000 0.239421 -1.059357
5.981733 0.068059 -0.421786
3.987822 1.234708 1.799717
4.926133 0.096549 -0.457250
5.981733 0.071175 -0.411343
5.864444 -0.991151 0.049932
6.450889 -1.090258 0.463978
6.920044 -0.988149 0.634208
7.037333 -0.480343 0.961970
6.450889 -0.891856 1.384982
6.450889 -0.826464 0.742336
6.802755 0.222695 1.509753
4.222400 1.673511 -0.150332
4.574267 0.650621 -0.771337
5.981733 -1.083865 0.276762
5.160711 0.086376 -0.483757
5.160711 0.401804 -0.596734
5.160711 0.571353 -1.011275
5.278000 -0.200182 -1.103332
5.160711 0.059248 -1.633850
5.160711 0.259528 -1.076612
5.160711 1.038728 -0.983399
5.278000 -0.241877 -0.559964
5.278000 0.180415 -1.024903
5.278000 -0.009013 -1.195441
5.278000 -0.266808 -1.724116
5.512578 -0.281963 -1.264114
5.864444 0.193715 -0.364983
4.691556 0.692651 -0.966574
4.691556 0.938878 -0.101634
5.629867 -0.087300 -0.633477
5.278000 0.043146 -0.910516
