3 1038
0.255600 0.403074 1.198605
0.281847 0.446865 1.171473
-0.277778 -0.298751 1.993479
-0.286900 -0.325775 1.938891
-0.298644 -0.355054 1.887092
-0.313025 -0.386895 1.838206
-0.330100 -0.421626 1.792398
-0.349961 -0.459599 1.749876
-0.372739 -0.501183 1.710903
-0.039377 0.002397 1.933965
-0.034899 -0.001860 1.873057
-0.031457 -0.005801 1.814079
-0.028900 -0.009500 1.756969
-0.027100 -0.013029 1.701666
-0.025954 -0.016459 1.648111
-0.025380 -0.019858 1.596249
-0.025313 -0.023293 1.546029
-0.025933 -0.028041 1.481533
-0.027293 -0.033119 1.419751
-0.029354 -0.038686 1.360574
-0.032109 -0.044902 1.303902
-0.035580 -0.051945 1.249641
-0.039820 -0.060007 1.197704
-0.044905 -0.069306 1.148014
-0.052614 -0.083051 1.088960
-0.062086 -0.099694 1.033206
-0.073675 -0.119928 0.980686
-0.087834 -0.144604 0.931389
-0.105129 -0.174765 0.885375
-0.126266 -0.211691 0.842815
-0.146522 -0.247148 0.811467
-0.170332 -0.288897 0.782805
-0.198335 -0.338069 0.757228
-0.222536 -0.380600 0.740408
-0.249879 -0.428669 0.725974
0.506443 0.686958 2.480589
0.539904 0.711570 2.436494
0.573038 0.740124 2.397327
0.606387 0.772551 2.363309
0.640424 0.808758 2.334721
0.675554 0.848621 2.311903
0.712118 0.891977 2.295253
0.750393 0.938605 2.285218
0.585087 0.468704 2.583377
0.581420 0.494373 2.528116
0.581664 0.522548 2.475975
0.585703 0.553250 2.427178
0.593440 0.586536 2.381966
0.604796 0.622480 2.340615
0.619714 0.661174 2.303431
0.638152 0.702704 2.270760
0.660087 0.747150 2.242996
0.685506 0.794563 2.220577
0.714399 0.844954 2.203997
0.525157 0.459773 2.444028
0.527361 0.489269 2.390263
0.533307 0.521252 2.339889
0.542902 0.555837 2.293132
0.556080 0.593162 2.250257
0.572801 0.633379 2.211567
0.593049 0.676638 2.177413
0.616831 0.723084 2.148200
0.461527 0.453348 2.267547
0.470333 0.486491 2.216483
0.482618 0.522293 2.169016
0.498347 0.560967 2.125400
0.517519 0.602740 2.085937
0.540161 0.647839 2.050985
0.380621 0.414838 2.073337
0.393636 0.448877 2.023579
0.409782 0.485772 1.977299
0.429096 0.525824 1.934748
0.781782 0.058729 3.460469
0.726192 0.044566 3.389839
0.673816 0.034548 3.320001
0.624746 0.028103 3.251182
0.579020 0.024707 3.183540
0.536629 0.023890 3.117181
0.497524 0.025232 3.052171
0.461627 0.028365 2.988544
0.428834 0.032973 2.926310
0.399025 0.038784 2.865466
0.372065 0.045571 2.805994
0.347814 0.053146 2.747871
0.326124 0.061355 2.691071
0.306850 0.070077 2.635563
0.289847 0.079217 2.581320
0.274974 0.088706 2.528311
0.262095 0.098495 2.476510
0.251082 0.108555 2.425891
0.241815 0.118871 2.376432
0.234182 0.129445 2.328112
0.223294 0.233705 1.961537
0.229839 0.256153 1.904918
0.238673 0.280396 1.850766
0.249787 0.306713 1.799142
0.263214 0.335406 1.750135
0.279021 0.366800 1.703866
0.297313 0.401246 1.660491
0.318228 0.439118 1.620218
0.341942 0.480815 1.583306
0.368661 0.526757 1.550082
0.398626 0.577384 1.520955
0.432107 0.633149 1.496428
0.469404 0.694505 1.477120
0.496547 0.738733 1.467513
0.525630 0.785764 1.460818
0.556756 0.835708 1.457331
0.590029 0.888660 1.457383
0.625553 0.944692 1.461347
0.663429 1.003844 1.469639
0.703751 1.066117 1.482719
0.746606 1.131463 1.501090
0.792065 1.199770 1.525304
0.840180 1.270848 1.555954
0.890982 1.344412 1.593670
0.917390 1.382008 1.615384
0.944465 1.420066 1.639113
0.972200 1.458518 1.664942
1.000585 1.497282 1.692956
1.029606 1.536269 1.723239
1.059248 1.575379 1.755873
1.089487 1.614498 1.790937
1.120299 1.653505 1.828508
1.151653 1.692262 1.868656
0.246906 -0.174328 2.903628
0.212768 -0.169230 2.839881
0.181715 -0.163931 2.777893
0.153518 -0.158633 2.717576
0.127950 -0.153499 2.658848
0.104788 -0.148660 2.601632
0.083818 -0.144215 2.545860
0.064831 -0.140245 2.491466
0.047630 -0.136808 2.438393
